ENERGYSTARScore,LargestPropertyUseType,LargestPropertyUseTypeGFA(m2),Neighborhood,OSEBuildingID,PrimaryPropertyType,PropertyGFATotal(m2),SecondLargestPropertyUseTypeGFA(m2),SiteEnergyUseWN(GJ),TotalGHGEmissions(MetricTonsCO2e)
,Office,2206.5401030400003,GREATER DUWAMISH,19472.0,Mixed Use Property,4152.765888,1302.87223296,2257997.8690124997,30.485
1.0,Non-Refrigerated Warehouse,3716.1216000000004,GREATER DUWAMISH,19477.0,Warehouse,4097.024064,,1911224.37498125,11.555
11.5,Distribution Center,2582.7045120000002,GREATER DUWAMISH,19481.0,Distribution Center,2582.7045120000002,,1501951.6323175,26.125
3.0,Non-Refrigerated Warehouse,4305.1268736,GREATER DUWAMISH,19489.0,Warehouse,4305.1268736,,2638934.00802,17.435000000000002
,Manufacturing/Industrial Plant,2118.189312,GREATER DUWAMISH,19491.0,Other,2118.189312,,2631979.4481475,97.14
71.5,Office,3573.0509184000002,CENTRAL,19501.0,Small- and Mid-Sized Office,3573.0509184000002,,2166951.26848875,36.22
67.5,Worship Facility,1953.0077068800001,NORTHWEST,19520.0,Worship Facility,1953.0077068800001,,1026318.0554799999,38.355000000000004
93.5,K-12 School,4783.48462656,SOUTHWEST,19537.0,K-12 School,4783.48462656,,2446986.2828075,69.36500000000001
43.0,Distribution Center,4459.43882304,GREATER DUWAMISH,19559.0,Distribution Center,4459.43882304,,3044342.1318449997,93.845
,Non-Refrigerated Warehouse,2194.3698048,GREATER DUWAMISH,19565.0,Warehouse,2450.7821952000004,256.4123904,651145.214693125,8.85
9.0,Non-Refrigerated Warehouse,2745.37773504,GREATER DUWAMISH,19570.0,Warehouse,3470.02144704,888.98918976,3056871.496875,73.6
73.5,Non-Refrigerated Warehouse,2821.9298400000002,GREATER DUWAMISH,19572.0,Warehouse,2821.9298400000002,,371805.08926687494,2.385
,Non-Refrigerated Warehouse,2255.6858112,GREATER DUWAMISH,19576.0,Warehouse,2787.4628121600003,459.87004800000005,433117.692135,2.86
,Other,3361.6965024,NORTHEAST,19584.0,Other,3713.4274118400003,291.90135168,11696376.16892,398.12
92.5,Worship Facility,3120.52021056,BALLARD,19596.0,Worship Facility,3120.52021056,,630393.865995,19.86
44.5,Office,4040.8177248,BALLARD,19613.0,Small- and Mid-Sized Office,4041.2822400000005,,3441935.0306025,22.84
10.5,Office,2646.99341568,BALLARD,19621.0,Small- and Mid-Sized Office,2646.99341568,,2139583.01208875,39.879999999999995
,Office,1672.2547200000001,BALLARD,19623.0,Small- and Mid-Sized Office,2074.060368,167.22547200000002,1455155.56701875,9.615
,Restaurant,2110.6641657600003,BALLARD,19624.0,Restaurant,2110.6641657600003,0.0,1663496.22104,11.129999999999999
,Laboratory,6410.30976,DOWNTOWN,19654.0,Laboratory,4142.360747520001,,11638252.38599,214.945
,Office,2006.705664,DOWNTOWN,19656.0,Small- and Mid-Sized Office,2006.705664,,170799.44316,0.93
86.0,Office,2654.0540467200003,DOWNTOWN,19658.0,Small- and Mid-Sized Office,2654.0540467200003,,873148.66492,12.91
64.0,Retail Store,13707.3790368,DOWNTOWN,19696.0,Retail Store,13707.3790368,,8202816.1293399995,178.35500000000002
,Other,2394.85456512,NORTH,19697.0,Other,1993.88504448,18.580608,1318474.5881975,7.755
81.5,K-12 School,4279.671440640001,NORTHWEST,19728.0,K-12 School,4422.370510080001,,2738435.13403,77.805
,Social/Meeting Hall,2214.3439584000002,NORTHWEST,19730.0,Other,2607.9741388800003,,1553268.30001,59.215
,Restaurant,2881.8523008,DOWNTOWN,19742.0,Restaurant,2881.8523008,,6150576.457175,229.235
,Office,1337.8037760000002,DOWNTOWN,19743.0,Small- and Mid-Sized Office,2006.705664,668.9018880000001,1948100.8321012498,35.155
,Other,1886.8607424000002,DOWNTOWN,19746.0,Other,2136.76992,249.87202548849794,879408.962341875,23.43
55.0,Office,3529.6651987200003,DOWNTOWN,19747.0,Small- and Mid-Sized Office,5743.730448,329.52708288,5356498.208895,148.29
93.5,Office,6004.323475200001,DOWNTOWN,19750.0,Small- and Mid-Sized Office,6004.323475200001,,2197808.34454375,38.05500000000001
13.0,Worship Facility,1943.5315968000002,DOWNTOWN,19752.0,Worship Facility,1943.5315968000002,,1390012.73367375,44.12
63.5,Office,1910.5510176,DOWNTOWN,19755.0,Small- and Mid-Sized Office,1910.5510176,,897035.22332,5.73
95.5,Worship Facility,2055.75846912,SOUTHWEST,19766.0,Worship Facility,2055.75846912,,756684.1853181251,23.71
98.0,Retail Store,3716.1216000000004,NORTHWEST,19774.0,Retail Store,4472.25944256,,948188.29077125,21.505
,Other - Education,2780.03056896,NORTHWEST,19776.0,Other,2780.03056896,,631405.40477,7.75
,Other,966.1916160000001,NORTHWEST,19780.0,Other,2009.7714643200002,,7044425.663059999,232.12
85.0,Worship Facility,1427.3623065600002,SOUTHWEST,19787.0,Worship Facility,1984.7805465600002,557.4182400000001,1231814.8612125,42.7
,College/University,2675.6075520000004,DOWNTOWN,19833.0,University,2687.03462592,,588094.449957314,15.35
,College/University,2006.705664,DOWNTOWN,19836.0,University,2006.705664,,388064.355161875,6.26
85.5,Retail Store,2386.77200064,NORTHEAST,19845.0,Retail Store,2390.8597344,,1306595.79954,17.71
16.5,Retail Store,2374.7875084800003,NORTHEAST,19847.0,Retail Store,2402.65842048,27.870912,5390692.43973,165.95499999999998
81.0,Retail Store,4409.6427936,NORTHEAST,19848.0,Retail Store,4641.9003936,232.25760000000002,3603660.29835,29.4
95.0,Office,1860.66208512,DOWNTOWN,19853.0,Small- and Mid-Sized Office,1860.66208512,,631821.69188125,16.645
92.5,Office,2433.5951328,DOWNTOWN,19855.0,Small- and Mid-Sized Office,2194.55561088,212.2834464,893482.045005,10.0
69.0,Office,1875.0620563200002,DOWNTOWN,19856.0,Small- and Mid-Sized Office,2189.07433152,314.01227520000003,929134.2039068749,6.02
,Office,1114.8364800000002,DOWNTOWN,19857.0,Mixed Use Property,2657.026944,1021.93344,1154023.9685874998,22.1
52.5,Retail Store,1444.54936896,DOWNTOWN,19858.0,Mixed Use Property,3580.3902585600003,1150.0467321600001,2440287.4431025,15.665
24.0,Office,2697.9042816,DOWNTOWN,19860.0,Small- and Mid-Sized Office,2493.5175936,,2097440.6845675,13.93
70.0,Retail Store,3346.2745977600002,DOWNTOWN,19861.0,Retail Store,4347.862272,1001.5876742400001,1758355.3468149998,11.620000000000001
41.0,Office,3623.2185600000003,DOWNTOWN,19862.0,Small- and Mid-Sized Office,5944.865529600001,2474.9369856000003,2557281.068265,16.155
46.5,Office,2006.705664,DOWNTOWN,19864.0,Small- and Mid-Sized Office,2675.6075520000004,668.9018880000001,1529489.4896125,27.67
59.5,Office,2467.1331302400004,DOWNTOWN,19871.0,Small- and Mid-Sized Office,3117.0827980800004,461.54230272,2657499.43725125,86.84
27.0,Retail Store,2440.5628608,DOWNTOWN,19873.0,Retail Store,2440.5628608,,1888706.8228725,35.565
50.0,Office,4626.571392000001,DOWNTOWN,19874.0,Small- and Mid-Sized Office,5353.0731648,726.5017728,2703550.63019,16.645
,Other,1204.0233984000001,DOWNTOWN,19876.0,Mixed Use Property,2665.9456358400003,720.9275904000001,561596.9312518749,3.3899999999999997
82.0,Hotel,5369.795712,DOWNTOWN,19878.0,Hotel,5369.795712,,2784857.3783825,66.87
2.5,Financial Office,2894.8587264000003,DOWNTOWN,19894.0,Other,2962.6779456000004,,1751623.60242625,12.37
41.0,Office,2408.0467968000003,DOWNTOWN,19895.0,Small- and Mid-Sized Office,4096.838257920001,1222.1394912,2098533.39702125,49.045
,Restaurant,2079.26293824,DOWNTOWN,19896.0,Restaurant,2079.26293824,,3897972.8461774997,133.07999999999998
,Laboratory,3770.3769753600004,DOWNTOWN,19900.0,Laboratory,4575.38181696,665.6502816000001,33732404.6965,1175.275
,Retail Store,1295.0683776,DOWNTOWN,19902.0,Retail Store,2306.3179680000003,969.81483456,506022.173281875,11.91
55.0,Medical Office,2477.7240768,DOWNTOWN,19910.0,Medical Office,2477.7240768,,1696373.2094649998,12.004999999999999
,Fire Station,3617.5514745600003,DOWNTOWN,19917.0,Other,3506.1607296,,3707394.8526099995,86.58
,Office,1330.09282368,DOWNTOWN,19926.0,Small- and Mid-Sized Office,2206.63300608,876.5401824,1149226.14917875,29.005
61.5,Hotel,4893.017310720001,DOWNTOWN,19927.0,Hotel,4126.381424640001,,2853036.5425249995,70.71000000000001
,Social/Meeting Hall,833.2473657600001,DOWNTOWN,19928.0,Mixed Use Property,3139.37952768,793.3919616000001,2581617.082225,28.47
100.0,K-12 School,3326.3933472000003,MAGNOLIA / QUEEN ANNE,19967.0,K-12 School,3326.3933472000003,,407237.69677687495,8.155
64.5,Worship Facility,4272.70371264,Northwest,20000.0,Worship Facility,4272.70371264,,1362654.9619325,34.33
15.5,Office,2324.52696384,NORTHEAST,20033.0,Small- and Mid-Sized Office,1893.7355673600002,,1903328.96535375,14.45
,Retail Store,2964.0714912000003,NORTHEAST,20047.0,Retail Store,3647.8378656000004,407.65853952000003,5761566.867165,48.2
17.0,Retail Store,4903.79406336,NORTHEAST,20048.0,Retail Store,5043.148623360001,176.51577600000002,7401492.78404,63.47
67.0,Retail Store,2035.41270336,NORTHEAST,20050.0,Retail Store,2174.76726336,139.35456000000002,2712653.2922225,27.23
,Retail Store,5518.06896384,NORTHEAST,20052.0,Retail Store,5867.10568512,256.13368128,4973624.05655,46.019999999999996
91.0,Hotel,2871.6329664,NORTHEAST,20066.0,Hotel,2238.963264,,1713342.2010337499,46.885000000000005
,Restaurant,1783.738368,DOWNTOWN,20067.0,Restaurant,3121.542144,1337.8037760000002,4947780.625615,98.08
86.5,Financial Office,2403.9590630400003,DOWNTOWN,20073.0,Other,3005.97076224,602.0116992000001,1834146.7688574998,57.74
27.5,Hotel,5683.807987200001,DOWNTOWN,20082.0,Hotel,5683.807987200001,,4058213.38074,115.145
55.5,Office,3025.7591097600002,DOWNTOWN,20087.0,Small- and Mid-Sized Office,4041.83965824,0.0,3640686.04646,89.72
89.5,Worship Facility,2223.2626502400003,Northwest,20130.0,Worship Facility,2223.2626502400003,,0.0,17.655
58.5,Worship Facility,1987.4747347200002,Northwest,20132.0,Worship Facility,1987.4747347200002,,1058774.602495,31.91
76.0,Distribution Center,2150.3337638400003,SOUTHEAST,20141.0,Mixed Use Property,4418.468582400001,1460.80740096,1419330.74095375,34.185
100.0,Senior Care Community,3316.2669158400004,EAST,20145.0,Senior Care Community,5791.01809536,1454.95450944,1257039.2356925,35.675
,College/University,2675.6075520000004,DOWNTOWN,20166.0,University,2675.6075520000004,,836341.11640625,8.59
77.5,K-12 School,2006.705664,DOWNTOWN,20167.0,K-12 School,2006.705664,,1432172.2059199999,35.25
39.0,K-12 School,2123.7634944,DOWNTOWN,20168.0,K-12 School,2123.7634944,,1116954.732223125,6.795
89.0,Worship Facility,2451.33961344,NORTHEAST,20182.0,Worship Facility,2449.4815526400002,0.0,1039976.33471,29.06
2.5,Worship Facility,2018.96886528,SOUTHEAST,20197.0,Worship Facility,2018.96886528,,996139.481916875,22.66
,Non-Refrigerated Warehouse,975.0174048,BALLARD,20211.0,Mixed Use Property,1956.5380224,951.3271296,403851.43227731396,6.44
,Retail Store,686.2747564800001,BALLARD,20212.0,Mixed Use Property,1908.1355385600002,489.04160256000006,1765273.96870625,37.22
83.0,K-12 School,3846.92908032,NORTHEAST,20217.0,K-12 School,3588.28701696,,1683253.34054125,37.870000000000005
67.5,Retail Store,3062.0841984000003,NORTHEAST,20237.0,Retail Store,3062.0841984000003,,898312.9009799999,5.9350000000000005
,Other - Entertainment/Public Assembly,2331.49469184,NORTHEAST,20241.0,Other,2753.2744934400002,421.77980160000004,696760.9975581251,4.605
70.5,Hotel,1911.10843584,NORTHEAST,20242.0,Hotel,1911.10843584,,802085.362385,5.015000000000001
18.0,Worship Facility,3511.7349120000003,NORTHEAST,20266.0,Worship Facility,4458.602695680001,948.16842624,3780710.5763624995,113.43
55.0,Worship Facility,2787.0912000000003,NORTHEAST,20324.0,Worship Facility,2915.8548134400003,,0.0,23.42
47.5,K-12 School,8932.99890816,NORTHEAST,20325.0,K-12 School,1997.4153600000002,,7361162.324245,191.54500000000002
75.5,Office,5109.667200000001,LAKE UNION,20369.0,Small- and Mid-Sized Office,7814.632112640001,,2504254.9396075,18.13
8.5,Hotel,8918.691840000001,DOWNTOWN,20372.0,Hotel,9661.91616,743.22432,9299096.79601,335.995
78.0,K-12 School,5128.805226240001,GREATER DUWAMISH,20376.0,K-12 School,5128.805226240001,,2513280.8460250003,53.46
98.0,Senior Care Community,5450.1568416,SOUTHEAST,20377.0,Senior Care Community,7281.18285696,0.0,3584847.5234899996,23.15
,Non-Refrigerated Warehouse,1563.18655104,BALLARD,20387.0,Mixed Use Property,3603.1515033600003,1563.18655104,1862909.88051875,27.855
,Social/Meeting Hall,2024.3572416000002,GREATER DUWAMISH,20393.0,Other,3882.4180416000004,1858.0608000000002,2142133.1580499997,28.615
79.5,Office,3448.5608448000003,DOWNTOWN,20395.0,Small- and Mid-Sized Office,3712.4054784000004,263.8446336,2242084.003385,39.855
,Non-Refrigerated Warehouse,2229.6729600000003,DOWNTOWN,20396.0,Warehouse,3093.671232,557.4182400000001,117306.16196216889,0.775
97.5,Hotel,3366.8061696000004,DOWNTOWN,20397.0,Hotel,3366.8061696000004,,2586161.48941,117.16
,Social/Meeting Hall,3652.9475328000003,DOWNTOWN,20398.0,Other,3652.9475328000003,,3429721.3922774997,140.515
,Performing Arts,3858.82066944,DOWNTOWN,20402.0,Other,3858.82066944,,1983090.2484699998,13.105
92.5,Hotel,3327.7868928000003,DOWNTOWN,20406.0,Hotel,3327.7868928000003,,3974103.3381274994,134.59500000000003
82.5,K-12 School,5378.71440384,SOUTHWEST,20415.0,K-12 School,3108.7215244800004,,4498080.291695,158.755
98.5,K-12 School,4621.36882176,SOUTHWEST,20419.0,K-12 School,4621.36882176,,2463074.3652175,80.89500000000001
59.0,Worship Facility,1802.96929728,SOUTHWEST,20425.0,Worship Facility,3513.22136064,1737.3797510400002,1716098.2155775,42.975
,Office,720.7417843200001,SOUTHWEST,20427.0,Mixed Use Property,2166.0343776,642.7961337600001,1605930.7626737498,33.545
,Non-Refrigerated Warehouse,641.030976,SOUTHWEST,20428.0,Mixed Use Property,1923.092928,641.030976,4535703.203764999,185.01
,Other - Recreation,2437.86867264,SOUTHWEST,20433.0,Other,3857.42712384,1219.25949696,3787168.3348574997,97.675
100.0,Supermarket/Grocery Store,2393.36811648,SOUTHWEST,20435.0,Supermarket / Grocery Store,2393.36811648,,2220735.06210875,14.83
,Fitness Center/Health Club/Gym,4645.152,SOUTHWEST,20439.0,Other,3096.82993536,0.0,6983325.819634999,212.47500000000002
61.0,Office,4180.6368,SOUTHWEST,20440.0,Small- and Mid-Sized Office,4030.7841964800004,,2819216.0666949996,33.315
,Supermarket/Grocery Store,1790.33448384,NORTH,20470.0,Mixed Use Property,3655.734624,1788.29061696,265176.71976231394,1.75
,Other,1021.93344,NORTH,20474.0,Other,2081.4926112000003,696.7728000000001,3772325.4870125,136.2
,Other,3027.7100736,NORTH,20494.0,Other,3027.7100736,,1647999.4338187499,58.235
33.0,Non-Refrigerated Warehouse,5706.01181376,GREATER DUWAMISH,20500.0,Warehouse,3483.864,,2052726.2526487499,13.385
25.5,Medical Office,3623.2185600000003,CENTRAL,20503.0,Medical Office,3623.2185600000003,,2828923.5418725,33.675
,Other - Mall,1300.64256,SOUTHWEST,20506.0,Other,2060.5894272,759.9468672,5551405.773054999,146.675
65.0,K-12 School,4803.45878016,GREATER DUWAMISH,20515.0,K-12 School,4803.45878016,,1929550.7671812498,38.7
,Distribution Center,1790.8919020800001,GREATER DUWAMISH,20519.0,Distribution Center,2408.0467968000003,376.35021504,1321846.0324275,14.375
,Refrigerated Warehouse,2367.1694592000003,GREATER DUWAMISH,20520.0,Refrigerated Warehouse,2367.1694592000003,,778879.680361875,5.15
,Non-Refrigerated Warehouse,2879.99424,GREATER DUWAMISH,20522.0,Warehouse,2879.99424,,3351491.8584575,24.585
42.5,Office,1654.0457241600002,GREATER DUWAMISH,20523.0,Small- and Mid-Sized Office,2762.9364096000004,1134.16031232,1706509.43465,20.47
,Distribution Center,1926.4374374400002,GREATER DUWAMISH,20525.0,Distribution Center,2158.6950374400003,116.12880000000001,532413.773828125,12.865
,Office,2697.4397664000003,SOUTHEAST,20526.0,Small- and Mid-Sized Office,3537.283248,577.2065875200001,2165090.8680025,19.02
81.0,Office,3298.05792,SOUTHEAST,20531.0,Small- and Mid-Sized Office,3639.0120768,,2467935.949815,64.92500000000001
,Other - Recreation,6187.0637548800005,SOUTHEAST,20532.0,Other,3351.0126528,,1560771.4251412498,9.455
,Other - Services,1862.4272428800002,SOUTHEAST,20541.0,Other,1862.4272428800002,,134064.838012952,0.79
69.0,Retail Store,1858.0608000000002,GREATER DUWAMISH,20552.0,Retail Store,1858.0608000000002,,643861.805806875,4.255
87.0,Non-Refrigerated Warehouse,3037.9294080000004,GREATER DUWAMISH,20556.0,Warehouse,3010.058496,,211007.77976,1.395
38.0,Supermarket/Grocery Store,2404.60938432,MAGNOLIA / QUEEN ANNE,20565.0,Supermarket / Grocery Store,2337.34758336,0.0,9788524.886699999,250.225
,Other - Recreation,1330.09282368,MAGNOLIA / QUEEN ANNE,20573.0,Other,2531.3291308800003,715.4463110400001,2803954.7556775,79.38499999999999
50.0,Distribution Center,3157.49562048,GREATER DUWAMISH,20604.0,Distribution Center,2478.6531072000002,,358186.119251343,2.44
7.0,Non-Refrigerated Warehouse,2928.39672384,DELRIDGE,20605.0,Warehouse,2928.39672384,,1897660.3257974999,61.625
,Non-Refrigerated Warehouse,1895.2220160000002,GREATER DUWAMISH,20613.0,Warehouse,2229.6729600000003,334.45094400000005,1188353.7746325,35.575
,Self-Storage Facility,2034.5765760000002,GREATER DUWAMISH,20614.0,Self-Storage Facility,2034.5765760000002,,1538454.4663149999,55.815
65.0,Retail Store,2322.576,GREATER DUWAMISH,20617.0,Retail Store,3706.8312960000003,1393.5456000000001,623632.1430786569,17.715
,Non-Refrigerated Warehouse,2002.9895424000001,GREATER DUWAMISH,20618.0,Warehouse,3530.7800352000004,1019.5179609600001,819047.660916875,10.305
66.0,Distribution Center,3305.3972601600003,GREATER DUWAMISH,20620.0,Distribution Center,3305.3972601600003,,1360942.8633174999,37.025
87.5,Distribution Center,4640.506848,GREATER DUWAMISH,20626.0,Distribution Center,4640.506848,,248431.65639634302,1.645
97.0,K-12 School,5767.23491712,EAST,20645.0,K-12 School,5767.23491712,,2387575.722325,49.644999999999996
88.5,Worship Facility,2100.7235404800003,MAGNOLIA / QUEEN ANNE,20659.0,Worship Facility,2100.7235404800003,,911806.92055625,30.1
,Automobile Dealership,3603.43021248,NORTH,20685.0,Other,3603.43021248,0.0,3488083.8825324997,64.02
,Self-Storage Facility,4679.43322176,NORTH,20686.0,Self-Storage Facility,4679.34031872,,959248.88039875,27.799999999999997
12.0,Non-Refrigerated Warehouse,2187.4020768,GREATER DUWAMISH,20707.0,Warehouse,2837.7233568,650.32128,2026341.5099924998,60.32
99.0,K-12 School,3116.8969920000004,MAGNOLIA / QUEEN ANNE,20735.0,K-12 School,3037.09328064,,1201110.7688574998,29.85
59.5,Worship Facility,2434.9886784,MAGNOLIA / QUEEN ANNE,20743.0,Worship Facility,2250.76195008,,1341091.31594625,46.795
60.0,Distribution Center,2508.3820800000003,GREATER DUWAMISH,20768.0,Distribution Center,2508.3820800000003,,778293.03403125,18.17
88.0,K-12 School,8872.333223040001,LAKE UNION,20811.0,K-12 School,8872.333223040001,,3551775.61273,64.66499999999999
96.5,Office,1295.5328928000001,LAKE UNION,20815.0,Small- and Mid-Sized Office,1967.9650963200002,672.43220352,466766.50643231394,3.005
91.0,Office,2730.60615168,LAKE UNION,20818.0,Small- and Mid-Sized Office,2730.60615168,356.19025536000004,921342.94848375,9.36
61.5,Office,7227.48489984,LAKE UNION,20836.0,Large Office,12796.278923520002,5156.49033216,5274667.491529999,33.04
99.0,Office,9470.628800640001,LAKE UNION,20868.0,Large Office,19149.73202304,6798.365758080001,2382190.696085,61.275000000000006
72.0,Office,1904.51232,LAKE UNION,20871.0,Small- and Mid-Sized Office,1904.51232,,1126431.70976125,14.685
5.5,Senior Care Community,3344.5094400000003,BALLARD,20885.0,Senior Care Community,3217.78969344,0.0,12733573.47559,436.11
83.5,Worship Facility,2370.97848384,NORTHEAST,20888.0,Worship Facility,2370.97848384,,668707.38077625,14.665
81.5,K-12 School,2154.4214976000003,NORTHEAST,20890.0,K-12 School,2154.4214976000003,,2007508.293345,64.315
