OSEBuildingID,PrimaryPropertyType,Neighborhood,PropertyGFATotal(m2),LargestPropertyUseType,LargestPropertyUseTypeGFA(m2),SecondLargestPropertyUseTypeGFA(m2),ENERGYSTARScore,SiteEnergyUseWN(GJ),TotalGHGEmissions(MetricTonsCO2e)
19472,Mixed Use Property,GREATER DUWAMISH,4152.765888,Office,2206.5401030400003,1302.87223296,,2257997.8690124997,30.485
19477,Warehouse,GREATER DUWAMISH,4097.024064,Non-Refrigerated Warehouse,3716.1216000000004,,1.0,1911224.37498125,11.555
19481,Distribution Center,GREATER DUWAMISH,2582.7045120000002,Distribution Center,2582.7045120000002,,11.5,1501951.6323175,26.125
19489,Warehouse,GREATER DUWAMISH,4305.1268736,Non-Refrigerated Warehouse,4305.1268736,,3.0,2638934.00802,17.435000000000002
19491,Other,GREATER DUWAMISH,2118.189312,Manufacturing/Industrial Plant,2118.189312,,,2631979.4481475,97.14
19501,Small- and Mid-Sized Office,CENTRAL,3573.0509184000002,Office,3573.0509184000002,,71.5,2166951.26848875,36.22
19520,Worship Facility,NORTHWEST,1953.0077068800001,Worship Facility,1953.0077068800001,,67.5,1026318.0554799999,38.355000000000004
19537,K-12 School,SOUTHWEST,4783.48462656,K-12 School,4783.48462656,,93.5,2446986.2828075,69.36500000000001
19559,Distribution Center,GREATER DUWAMISH,4459.43882304,Distribution Center,4459.43882304,,43.0,3044342.1318449997,93.845
19565,Warehouse,GREATER DUWAMISH,2450.7821952000004,Non-Refrigerated Warehouse,2194.3698048,256.4123904,,651145.214693125,8.85
19570,Warehouse,GREATER DUWAMISH,3470.02144704,Non-Refrigerated Warehouse,2745.37773504,888.98918976,9.0,3056871.496875,73.6
19572,Warehouse,GREATER DUWAMISH,2821.9298400000002,Non-Refrigerated Warehouse,2821.9298400000002,,73.5,371805.08926687494,2.385
19576,Warehouse,GREATER DUWAMISH,2787.4628121600003,Non-Refrigerated Warehouse,2255.6858112,459.87004800000005,,433117.692135,2.86
19584,Other,NORTHEAST,3713.4274118400003,Other,3361.6965024,291.90135168,,11696376.16892,398.12
19596,Worship Facility,BALLARD,3120.52021056,Worship Facility,3120.52021056,,92.5,630393.865995,19.86
19613,Small- and Mid-Sized Office,BALLARD,4041.2822400000005,Office,4040.8177248,,44.5,3441935.0306025,22.84
19621,Small- and Mid-Sized Office,BALLARD,2646.99341568,Office,2646.99341568,,10.5,2139583.01208875,39.879999999999995
19623,Small- and Mid-Sized Office,BALLARD,2074.060368,Office,1672.2547200000001,167.22547200000002,,1455155.56701875,9.615
19624,Restaurant,BALLARD,2110.6641657600003,Restaurant,2110.6641657600003,0.0,,1663496.22104,11.129999999999999
19654,Laboratory,DOWNTOWN,4142.360747520001,Laboratory,6410.30976,,,11638252.38599,214.945
19656,Small- and Mid-Sized Office,DOWNTOWN,2006.705664,Office,2006.705664,,,170799.44316,0.93
19658,Small- and Mid-Sized Office,DOWNTOWN,2654.0540467200003,Office,2654.0540467200003,,86.0,873148.66492,12.91
19694,K-12 School,CENTRAL,3467.7917740800003,K-12 School,4541.75091648,,,,
19696,Retail Store,DOWNTOWN,13707.3790368,Retail Store,13707.3790368,,64.0,8202816.1293399995,178.35500000000002
19697,Other,NORTH,1993.88504448,Other,2394.85456512,18.580608,,1318474.5881975,7.755
19728,K-12 School,NORTHWEST,4422.370510080001,K-12 School,4279.671440640001,,81.5,2738435.13403,77.805
19730,Other,NORTHWEST,2607.9741388800003,Social/Meeting Hall,2214.3439584000002,,,1553268.30001,59.215
19742,Restaurant,DOWNTOWN,2881.8523008,Restaurant,2881.8523008,,,6150576.457175,229.235
19743,Small- and Mid-Sized Office,DOWNTOWN,2006.705664,Office,1337.8037760000002,668.9018880000001,,1948100.8321012498,35.155
19746,Other,DOWNTOWN,2136.76992,Other,1886.8607424000002,249.87202548849794,,879408.962341875,23.43
19747,Small- and Mid-Sized Office,DOWNTOWN,5743.730448,Office,3529.6651987200003,329.52708288,55.0,5356498.208895,148.29
19750,Small- and Mid-Sized Office,DOWNTOWN,6004.323475200001,Office,6004.323475200001,,93.5,2197808.34454375,38.05500000000001
19752,Worship Facility,DOWNTOWN,1943.5315968000002,Worship Facility,1943.5315968000002,,13.0,1390012.73367375,44.12
19755,Small- and Mid-Sized Office,DOWNTOWN,1910.5510176,Office,1910.5510176,,63.5,897035.22332,5.73
19766,Worship Facility,SOUTHWEST,2055.75846912,Worship Facility,2055.75846912,,95.5,756684.1853181251,23.71
19774,Retail Store,NORTHWEST,4472.25944256,Retail Store,3716.1216000000004,,98.0,948188.29077125,21.505
19776,Other,NORTHWEST,2780.03056896,Other - Education,2780.03056896,,,631405.40477,7.75
19780,Other,NORTHWEST,2009.7714643200002,Other,966.1916160000001,,,7044425.663059999,232.12
19787,Worship Facility,SOUTHWEST,1984.7805465600002,Worship Facility,1427.3623065600002,557.4182400000001,85.0,1231814.8612125,42.7
19833,University,DOWNTOWN,2687.03462592,College/University,2675.6075520000004,,,588094.449957314,15.35
19836,University,DOWNTOWN,2006.705664,College/University,2006.705664,,,388064.355161875,6.26
19845,Retail Store,NORTHEAST,2390.8597344,Retail Store,2386.77200064,,85.5,1306595.79954,17.71
19847,Retail Store,NORTHEAST,2402.65842048,Retail Store,2374.7875084800003,27.870912,16.5,5390692.43973,165.95499999999998
19848,Retail Store,NORTHEAST,4641.9003936,Retail Store,4409.6427936,232.25760000000002,81.0,3603660.29835,29.4
19853,Small- and Mid-Sized Office,DOWNTOWN,1860.66208512,Office,1860.66208512,,95.0,631821.69188125,16.645
19855,Small- and Mid-Sized Office,DOWNTOWN,2194.55561088,Office,2433.5951328,212.2834464,92.5,893482.045005,10.0
19856,Small- and Mid-Sized Office,DOWNTOWN,2189.07433152,Office,1875.0620563200002,314.01227520000003,69.0,929134.2039068749,6.02
19857,Mixed Use Property,DOWNTOWN,2657.026944,Office,1114.8364800000002,1021.93344,,1154023.9685874998,22.1
19858,Mixed Use Property,DOWNTOWN,3580.3902585600003,Retail Store,1444.54936896,1150.0467321600001,52.5,2440287.4431025,15.665
19860,Small- and Mid-Sized Office,DOWNTOWN,2493.5175936,Office,2697.9042816,,24.0,2097440.6845675,13.93
19861,Retail Store,DOWNTOWN,4347.862272,Retail Store,3346.2745977600002,1001.5876742400001,70.0,1758355.3468149998,11.620000000000001
19862,Small- and Mid-Sized Office,DOWNTOWN,5944.865529600001,Office,3623.2185600000003,2474.9369856000003,41.0,2557281.068265,16.155
19864,Small- and Mid-Sized Office,DOWNTOWN,2675.6075520000004,Office,2006.705664,668.9018880000001,46.5,1529489.4896125,27.67
19871,Small- and Mid-Sized Office,DOWNTOWN,3117.0827980800004,Office,2467.1331302400004,461.54230272,59.5,2657499.43725125,86.84
19873,Retail Store,DOWNTOWN,2440.5628608,Retail Store,2440.5628608,,27.0,1888706.8228725,35.565
19874,Small- and Mid-Sized Office,DOWNTOWN,5353.0731648,Office,4626.571392000001,726.5017728,50.0,2703550.63019,16.645
19876,Mixed Use Property,DOWNTOWN,2665.9456358400003,Other,1204.0233984000001,720.9275904000001,,561596.9312518749,3.3899999999999997
19878,Hotel,DOWNTOWN,5369.795712,Hotel,5369.795712,,82.0,2784857.3783825,66.87
19894,Other,DOWNTOWN,2962.6779456000004,Financial Office,2894.8587264000003,,2.5,1751623.60242625,12.37
19895,Small- and Mid-Sized Office,DOWNTOWN,4096.838257920001,Office,2408.0467968000003,1222.1394912,41.0,2098533.39702125,49.045
19896,Restaurant,DOWNTOWN,2079.26293824,Restaurant,2079.26293824,,,3897972.8461774997,133.07999999999998
19900,Laboratory,DOWNTOWN,4575.38181696,Laboratory,3770.3769753600004,665.6502816000001,,33732404.6965,1175.275
19902,Retail Store,DOWNTOWN,2306.3179680000003,Retail Store,1295.0683776,969.81483456,,506022.173281875,11.91
19910,Medical Office,DOWNTOWN,2477.7240768,Medical Office,2477.7240768,,55.0,1696373.2094649998,12.004999999999999
19917,Other,DOWNTOWN,3506.1607296,Fire Station,3617.5514745600003,,,3707394.8526099995,86.58
19926,Small- and Mid-Sized Office,DOWNTOWN,2206.63300608,Office,1330.09282368,876.5401824,,1149226.14917875,29.005
19927,Hotel,DOWNTOWN,4126.381424640001,Hotel,4893.017310720001,,61.5,2853036.5425249995,70.71000000000001
19928,Mixed Use Property,DOWNTOWN,3139.37952768,Social/Meeting Hall,833.2473657600001,793.3919616000001,,2581617.082225,28.47
19967,K-12 School,MAGNOLIA / QUEEN ANNE,3326.3933472000003,K-12 School,3326.3933472000003,,100.0,407237.69677687495,8.155
20000,Worship Facility,Northwest,4272.70371264,Worship Facility,4272.70371264,,64.5,1362654.9619325,34.33
20033,Small- and Mid-Sized Office,NORTHEAST,1893.7355673600002,Office,2324.52696384,,15.5,1903328.96535375,14.45
20047,Retail Store,NORTHEAST,3647.8378656000004,Retail Store,2964.0714912000003,407.65853952000003,,5761566.867165,48.2
20048,Retail Store,NORTHEAST,5043.148623360001,Retail Store,4903.79406336,176.51577600000002,17.0,7401492.78404,63.47
20050,Retail Store,NORTHEAST,2174.76726336,Retail Store,2035.41270336,139.35456000000002,67.0,2712653.2922225,27.23
20052,Retail Store,NORTHEAST,5867.10568512,Retail Store,5518.06896384,256.13368128,,4973624.05655,46.019999999999996
20066,Hotel,NORTHEAST,2238.963264,Hotel,2871.6329664,,91.0,1713342.2010337499,46.885000000000005
20067,Restaurant,DOWNTOWN,3121.542144,Restaurant,1783.738368,1337.8037760000002,,4947780.625615,98.08
20073,Other,DOWNTOWN,3005.97076224,Financial Office,2403.9590630400003,602.0116992000001,86.5,1834146.7688574998,57.74
20082,Hotel,DOWNTOWN,5683.807987200001,Hotel,5683.807987200001,,27.5,4058213.38074,115.145
20087,Small- and Mid-Sized Office,DOWNTOWN,4041.83965824,Office,3025.7591097600002,0.0,55.5,3640686.04646,89.72
20130,Worship Facility,Northwest,2223.2626502400003,Worship Facility,2223.2626502400003,,89.5,0.0,17.655
20132,Worship Facility,Northwest,1987.4747347200002,Worship Facility,1987.4747347200002,,58.5,1058774.602495,31.91
20141,Mixed Use Property,SOUTHEAST,4418.468582400001,Distribution Center,2150.3337638400003,1460.80740096,76.0,1419330.74095375,34.185
20145,Senior Care Community,EAST,5791.01809536,Senior Care Community,3316.2669158400004,1454.95450944,100.0,1257039.2356925,35.675
20166,University,DOWNTOWN,2675.6075520000004,College/University,2675.6075520000004,,,836341.11640625,8.59
20167,K-12 School,DOWNTOWN,2006.705664,K-12 School,2006.705664,,77.5,1432172.2059199999,35.25
20168,K-12 School,DOWNTOWN,2123.7634944,K-12 School,2123.7634944,,39.0,1116954.732223125,6.795
20182,Worship Facility,NORTHEAST,2449.4815526400002,Worship Facility,2451.33961344,0.0,89.0,1039976.33471,29.06
20197,Worship Facility,SOUTHEAST,2018.96886528,Worship Facility,2018.96886528,,2.5,996139.481916875,22.66
20211,Mixed Use Property,BALLARD,1956.5380224,Non-Refrigerated Warehouse,975.0174048,951.3271296,,403851.43227731396,6.44
20212,Mixed Use Property,BALLARD,1908.1355385600002,Retail Store,686.2747564800001,489.04160256000006,,1765273.96870625,37.22
20217,K-12 School,NORTHEAST,3588.28701696,K-12 School,3846.92908032,,83.0,1683253.34054125,37.870000000000005
20237,Retail Store,NORTHEAST,3062.0841984000003,Retail Store,3062.0841984000003,,67.5,898312.9009799999,5.9350000000000005
20241,Other,NORTHEAST,2753.2744934400002,Other - Entertainment/Public Assembly,2331.49469184,421.77980160000004,,696760.9975581251,4.605
20242,Hotel,NORTHEAST,1911.10843584,Hotel,1911.10843584,,70.5,802085.362385,5.015000000000001
20266,Worship Facility,NORTHEAST,4458.602695680001,Worship Facility,3511.7349120000003,948.16842624,18.0,3780710.5763624995,113.43
20324,Worship Facility,NORTHEAST,2915.8548134400003,Worship Facility,2787.0912000000003,,55.0,0.0,23.42
20325,K-12 School,NORTHEAST,1997.4153600000002,K-12 School,8932.99890816,,47.5,7361162.324245,191.54500000000002
20369,Small- and Mid-Sized Office,LAKE UNION,7814.632112640001,Office,5109.667200000001,,75.5,2504254.9396075,18.13
20372,Hotel,DOWNTOWN,9661.91616,Hotel,8918.691840000001,743.22432,8.5,9299096.79601,335.995
20376,K-12 School,GREATER DUWAMISH,5128.805226240001,K-12 School,5128.805226240001,,78.0,2513280.8460250003,53.46
20377,Senior Care Community,SOUTHEAST,7281.18285696,Senior Care Community,5450.1568416,0.0,98.0,3584847.5234899996,23.15
20387,Mixed Use Property,BALLARD,3603.1515033600003,Non-Refrigerated Warehouse,1563.18655104,1563.18655104,,1862909.88051875,27.855
20393,Other,GREATER DUWAMISH,3882.4180416000004,Social/Meeting Hall,2024.3572416000002,1858.0608000000002,,2142133.1580499997,28.615
20395,Small- and Mid-Sized Office,DOWNTOWN,3712.4054784000004,Office,3448.5608448000003,263.8446336,79.5,2242084.003385,39.855
20396,Warehouse,DOWNTOWN,3093.671232,Non-Refrigerated Warehouse,2229.6729600000003,557.4182400000001,,117306.16196216889,0.775
20397,Hotel,DOWNTOWN,3366.8061696000004,Hotel,3366.8061696000004,,97.5,2586161.48941,117.16
20398,Other,DOWNTOWN,3652.9475328000003,Social/Meeting Hall,3652.9475328000003,,,3429721.3922774997,140.515
20402,Other,DOWNTOWN,3858.82066944,Performing Arts,3858.82066944,,,1983090.2484699998,13.105
20406,Hotel,DOWNTOWN,3327.7868928000003,Hotel,3327.7868928000003,,92.5,3974103.3381274994,134.59500000000003
20415,K-12 School,SOUTHWEST,3108.7215244800004,K-12 School,5378.71440384,,82.5,4498080.291695,158.755
20419,K-12 School,SOUTHWEST,4621.36882176,K-12 School,4621.36882176,,98.5,2463074.3652175,80.89500000000001
20425,Worship Facility,SOUTHWEST,3513.22136064,Worship Facility,1802.96929728,1737.3797510400002,59.0,1716098.2155775,42.975
20427,Mixed Use Property,SOUTHWEST,2166.0343776,Office,720.7417843200001,642.7961337600001,,1605930.7626737498,33.545
20428,Mixed Use Property,SOUTHWEST,1923.092928,Non-Refrigerated Warehouse,641.030976,641.030976,,4535703.203764999,185.01
20433,Other,SOUTHWEST,3857.42712384,Other - Recreation,2437.86867264,1219.25949696,,3787168.3348574997,97.675
20435,Supermarket / Grocery Store,SOUTHWEST,2393.36811648,Supermarket/Grocery Store,2393.36811648,,100.0,2220735.06210875,14.83
20439,Other,SOUTHWEST,3096.82993536,Fitness Center/Health Club/Gym,4645.152,0.0,,6983325.819634999,212.47500000000002
20440,Small- and Mid-Sized Office,SOUTHWEST,4030.7841964800004,Office,4180.6368,,61.0,2819216.0666949996,33.315
20470,Mixed Use Property,NORTH,3655.734624,Supermarket/Grocery Store,1790.33448384,1788.29061696,,265176.71976231394,1.75
20474,Other,NORTH,2081.4926112000003,Other,1021.93344,696.7728000000001,,3772325.4870125,136.2
20494,Other,NORTH,3027.7100736,Other,3027.7100736,,,1647999.4338187499,58.235
20500,Warehouse,GREATER DUWAMISH,3483.864,Non-Refrigerated Warehouse,5706.01181376,,33.0,2052726.2526487499,13.385
20503,Medical Office,CENTRAL,3623.2185600000003,Medical Office,3623.2185600000003,,25.5,2828923.5418725,33.675
20506,Other,SOUTHWEST,2060.5894272,Other - Mall,1300.64256,759.9468672,,5551405.773054999,146.675
20515,K-12 School,GREATER DUWAMISH,4803.45878016,K-12 School,4803.45878016,,65.0,1929550.7671812498,38.7
20519,Distribution Center,GREATER DUWAMISH,2408.0467968000003,Distribution Center,1790.8919020800001,376.35021504,,1321846.0324275,14.375
20520,Refrigerated Warehouse,GREATER DUWAMISH,2367.1694592000003,Refrigerated Warehouse,2367.1694592000003,,,778879.680361875,5.15
20522,Warehouse,GREATER DUWAMISH,2879.99424,Non-Refrigerated Warehouse,2879.99424,,,3351491.8584575,24.585
20523,Small- and Mid-Sized Office,GREATER DUWAMISH,2762.9364096000004,Office,1654.0457241600002,1134.16031232,42.5,1706509.43465,20.47
20525,Distribution Center,GREATER DUWAMISH,2158.6950374400003,Distribution Center,1926.4374374400002,116.12880000000001,,532413.773828125,12.865
20526,Small- and Mid-Sized Office,SOUTHEAST,3537.283248,Office,2697.4397664000003,577.2065875200001,,2165090.8680025,19.02
20531,Small- and Mid-Sized Office,SOUTHEAST,3639.0120768,Office,3298.05792,,81.0,2467935.949815,64.92500000000001
20532,Other,SOUTHEAST,3351.0126528,Other - Recreation,6187.0637548800005,,,1560771.4251412498,9.455
20541,Other,SOUTHEAST,1862.4272428800002,Other - Services,1862.4272428800002,,,134064.838012952,0.79
20552,Retail Store,GREATER DUWAMISH,1858.0608000000002,Retail Store,1858.0608000000002,,69.0,643861.805806875,4.255
20556,Warehouse,GREATER DUWAMISH,3010.058496,Non-Refrigerated Warehouse,3037.9294080000004,,87.0,211007.77976,1.395
20565,Supermarket / Grocery Store,MAGNOLIA / QUEEN ANNE,2337.34758336,Supermarket/Grocery Store,2404.60938432,0.0,38.0,9788524.886699999,250.225
20573,Other,MAGNOLIA / QUEEN ANNE,2531.3291308800003,Other - Recreation,1330.09282368,715.4463110400001,,2803954.7556775,79.38499999999999
20604,Distribution Center,GREATER DUWAMISH,2478.6531072000002,Distribution Center,3157.49562048,,50.0,358186.119251343,2.44
20605,Warehouse,DELRIDGE,2928.39672384,Non-Refrigerated Warehouse,2928.39672384,,7.0,1897660.3257974999,61.625
20613,Warehouse,GREATER DUWAMISH,2229.6729600000003,Non-Refrigerated Warehouse,1895.2220160000002,334.45094400000005,,1188353.7746325,35.575
20614,Self-Storage Facility,GREATER DUWAMISH,2034.5765760000002,Self-Storage Facility,2034.5765760000002,,,1538454.4663149999,55.815
20617,Retail Store,GREATER DUWAMISH,3706.8312960000003,Retail Store,2322.576,1393.5456000000001,65.0,623632.1430786569,17.715
20618,Warehouse,GREATER DUWAMISH,3530.7800352000004,Non-Refrigerated Warehouse,2002.9895424000001,1019.5179609600001,,819047.660916875,10.305
20620,Distribution Center,GREATER DUWAMISH,3305.3972601600003,Distribution Center,3305.3972601600003,,66.0,1360942.8633174999,37.025
20626,Distribution Center,GREATER DUWAMISH,4640.506848,Distribution Center,4640.506848,,87.5,248431.65639634302,1.645
20645,K-12 School,EAST,5767.23491712,K-12 School,5767.23491712,,97.0,2387575.722325,49.644999999999996
20659,Worship Facility,MAGNOLIA / QUEEN ANNE,2100.7235404800003,Worship Facility,2100.7235404800003,,88.5,911806.92055625,30.1
20685,Other,NORTH,3603.43021248,Automobile Dealership,3603.43021248,0.0,,3488083.8825324997,64.02
20686,Self-Storage Facility,NORTH,4679.34031872,Self-Storage Facility,4679.43322176,,,959248.88039875,27.799999999999997
20707,Warehouse,GREATER DUWAMISH,2837.7233568,Non-Refrigerated Warehouse,2187.4020768,650.32128,12.0,2026341.5099924998,60.32
20735,K-12 School,MAGNOLIA / QUEEN ANNE,3037.09328064,K-12 School,3116.8969920000004,,99.0,1201110.7688574998,29.85
20743,Worship Facility,MAGNOLIA / QUEEN ANNE,2250.76195008,Worship Facility,2434.9886784,,59.5,1341091.31594625,46.795
20768,Distribution Center,GREATER DUWAMISH,2508.3820800000003,Distribution Center,2508.3820800000003,,60.0,778293.03403125,18.17
20811,K-12 School,LAKE UNION,8872.333223040001,K-12 School,8872.333223040001,,88.0,3551775.61273,64.66499999999999
20815,Small- and Mid-Sized Office,LAKE UNION,1967.9650963200002,Office,1295.5328928000001,672.43220352,96.5,466766.50643231394,3.005
20818,Small- and Mid-Sized Office,LAKE UNION,2730.60615168,Office,2730.60615168,356.19025536000004,91.0,921342.94848375,9.36
20836,Large Office,LAKE UNION,12796.278923520002,Office,7227.48489984,5156.49033216,61.5,5274667.491529999,33.04
20868,Large Office,LAKE UNION,19149.73202304,Office,9470.628800640001,6798.365758080001,99.0,2382190.696085,61.275000000000006
20871,Small- and Mid-Sized Office,LAKE UNION,1904.51232,Office,1904.51232,,72.0,1126431.70976125,14.685
20885,Senior Care Community,BALLARD,3217.78969344,Senior Care Community,3344.5094400000003,0.0,5.5,12733573.47559,436.11
20888,Worship Facility,NORTHEAST,2370.97848384,Worship Facility,2370.97848384,,83.5,668707.38077625,14.665
